,teks,tipe
702,Jangan mengipas-ngipas arang \n Kalau dikipas banyak baranya \n Jangan memanas-manaskan orang \n Kalau panas banyak maraknya,Pantun Nasihat
703,Maluku penghasil pala \n Tanah sumba banyak kuda \n Lihat kamu pusing kepala \n Tidak bertemu sakit di dada,Pantun Cinta
704,Jual betik dengan kandil \n Kandil buatan orang Inggeris \n Melihat buaya menyandang bedil \n dan kerbau tegak berbaris,Pantun Jenaka
705,Lebih baik warna kuning \n daripada warna ungu \n Lebih baik gigi kuning \n daripada putih tapi palsu,Pantun Jenaka
706,"Berkobar kobar semangat membara \n Membela rakyat, membina negara \n Menjulang impian rakyat jelata \n Membina martabat sebuah bangsa",Pantun Kemerdekaan
707,Banyak orang menumpuk harta \n nasib buruk pula yang diterima \n Cinta sejati mengarahkan kita \n menuju surga bersama-sama,Pantun Cinta
708,Memancing ikan di tengah kali \n Memakai umpan berupa cacing \n Badannya sangat luas sekali \n Berbulu banyak tak berdaging? (Jawabnya: Jawabannya: Karpet),Pantun Teka-Teki
709,Panjang ekor ikan pari \n Meski panjang tidak berduri \n Jalan-jalan di sore hari \n melepas penat damaikan diri,Pantun Cinta
710,Ikan berenang di dalam lubuk \n  Ikan belida dadanya panjang \n Adat pinang pulang ke tampuk \n  Adat sirih pulang ke gagang,Pantun Adat
711,Gulali manis dirasa \n Dirasa sambil bersua ria \n Teraturlah dalam berpuasa \n Kau kan rasakan manfaatnya,Pantun Berbalas
712,Musim kemarau kering kerontang \n Musim penghujan segera datang \n Bertani janganlah banyak hutang \n Lintah darat selalu menghadang,Pantun Pendidikan
713,Dengar lagu berirama \n Tersenyumlahlah si adik manja \n Mari main bersama-sama \n Jangan duduk sendiri saja,Pantun Anak-anak
714,Tinta hitam untuk menulis \n Pensil warna untuk meluis \n Ilmu itu tak kan pernah habis \n Turun temurun keahli waris,Pantun Pendidikan
715,Jika tuan tajuk cendana \n Ambil gantang sukatkan mulut \n Jika tuan memang bijak laksana \n Binatang apa bertanduk di mulut? (Jawabnya: Nyamuk),Pantun Teka-Teki
716,Padang temu padang baiduri \n Tempat raja membangun kota \n Bijak bertemu dengan jauhari \n Bagaikan cincin dengan permata,Pantun Nasihat
717,Jikalau kita bertanam padi \n Senanglah makan adik-beradik \n Jikalau kita bertanam budi \n Orang yang jahat menjadi baik,Pantun Budi
718,Duduk d dalam kamar \n lama duduk sakit kaki \n macam mana aku mw melamar \n aq sudah ke lain hati,Pantun Budi
719,Pucuk pauh selara pauh \n Sembilu ledung ledungkan \n Adik jauh Abangnda jauh \n Bila rindu sama menungkan,Pantun Perpisahan
720,Di Bandar banyak orang \n hilir mudik kanan dan kiri \n Tak pernah pudar kasih sayang \n Tambah erat hari ke hari,Pantun Cinta
721,Kuda sembrani \n larinya kencang \n Kalau berani \n nyatain dong sekarang,Pantun Cinta
722,Anak tani mengutip lokan \n Lokan dikutip untuk dimakan \n Sayang anak tangan-tangankan \n Sayang isteri tinggal-tinggalkan,Pantun Perpisahan
723,Meler-meler ingus keteter \n Sampai sakit di kepala \n Hati-hati sering teler \n Bikin kamu meninggal dunia,Pantun Jenaka
724,Air dan api slalu berlawanan \n Langit dan bumi adalah berjauhan \n Kalau hati penuh kedengkian \n Siaplah orang yang mau berteman,Pantun Agama
725,Burung perkutut \n Burung kutilang \n Kamu kentut \n Nggak bilang bilang,Pantun Jenaka
726,Pohon jati tumbuh berjajar \n pandai berpantun orang Banjar \n Kalau kita malas belajar \n cita-cita takkan terkejar,Pantun Nasihat
727,Pergi berlatih main bola \n Lari pemanasan satu putaran \n Niat hati ingin nonton bola \n Apalah daya emak lagi nonton uttaran,Pantun Jenaka
728,"Liburan sekolah telah menanti \n Berlibur bersama kawan \n Ilmu dunia & akhirat harus dicari \n Guru, jasamu takkan terlupakan",Pantun Guru
729,Kalau tuan mencari buah \n Sahaya pun mencari pandan \n Jikalau tuan menjadi nyawa \n Sahaya pun menjadi badan,Pantun Cinta
730,Ibu memakai sebuah gelang \n Perut lapar segera makan \n Lima waktu janganlah hilang \n dimanapun selalu tunaikan,Pantun Nasihat
731,Bu Dinda membeli tomat \n Beli tomat di Pasar Minggu \n Untukmu guru yang terhormat \n Semoga engkau sehat selalu,Pantun Guru
732,Beribu-ribu pohon beringin \n hanya satu si pohon randu \n saat malam terasa dingin \n hanya wajahmu yang aku rindu,Pantun Cinta
733,Bulan rajab bulan syaaban \n tanam padi berimbun daon \n tinggal sekejap rasa sebulan \n tinggal sehari rasa setahun,Pantun Budi
734,Dari jauh datangnya tamu \n Hanya untuk mencari ikan \n Izinkan aku mencintaimu \n cinta selalu sepanjang zaman,Pantun Cinta
735,Ada haruan dan sepat \n Boleh masak gulai lemak \n Betul aqidah pahalapun dapat \n Kesan tarbiyah oleh ulama,Pantun Ibu
736,Jadi orang jangan pelupa \n Kalau pelupa seperti nini-nini \n Tak enak hati untuk menyapa \n Karena orang baru di daerah sini,Pantun Berbalas
737,Bila datang bayang-bayang \n Bintang bersinar berkelipan \n Bila memang ia sayang \n Lembah lembut tuturnya sopan,Pantun Cinta
738,Kalau ada sumur diladang \n Bolehlah kita menggosok gigi \n Kalau anda di warung padang \n Bolehkah kita ditraktir lagi,Pantun Jenaka
739,Bunga lada tingginya sama \n Petik setangkup bunga melati \n Kanda pergi terlalu lama \n Manakah sanggup dinda menanti,Pantun Perpisahan
740,Jika sudah namanya cinta \n Hati suka berbunga-bunga \n Kalau sudah terbawa suasana \n Senyum sendiri kayak orang gila,Pantun Jenaka
741,Ayah pergi membeli tembaga \n Dipakai untuk merekatkan parang \n Apabila ingin masuk surga \n Sering mengaji dan sembahyang,Pantun Agama
742,Parang ditetak ke batang sena \n Belah buluh taruhlah temu \n Barang dikerja takkan sempurna \n Bila tak penuh menaruh ilmu,Pantun Nasihat
743,Hari rabu memetik salak \n Buahnya segar hilang dahaga \n Hormati Ibu juga Bapak \n Agar kelak masuk surga,Pantun Nasihat
744,Gunung Merapi rupane biru \n dicedaki dadi ijo wit-witan cemara \n Menawi kula gadhah keliru \n nyuwun agenging samudra pangapura,Pantun Bahasa Jawa
745,Sore-sore makan sekoteng \n Belanjanya di pasar minggu \n Abang sayang yang ganteng \n Neng disini selalu menunggu,Pantun Cinta
746,"Baca mantra, mantra yang manjur \n Moga saja bisa dapatkan dia \n Jadilah orang yang jujur \n Moga-moga besar pahalanya",Pantun Bijak
747,Buah budi bedara mengkal \n Masak sebiji di pinggir pantai \n Hilang budi bicara akal \n Buah apa yang tidak bertangkai? (Jawabannya: Buah hati),Pantun Teka-Teki
748,Orang menganyam sambil duduk \n Bila sudah bawa ke balai \n Melihat ayam memakai tanduk \n Datang musang meminta damai,Pantun Jenaka
749,Di pinggir kolam makan bubur \n Jangan lupa pakai keripik \n Dari semalem aku ga bisa tidur \n Selalu teringat wajah mu yg cantik,Pantun Cinta
750,Hayam Wuruk raja termahsyur \n Gajah Mada pemersatu Bangsa \n Cinta ilmu sepanjang umur \n Cinta bangsa sepanjang masa,Pantun Pendidikan
751,Beribu-ribu kain batik \n Hanya satu yang tertimpa pena \n Beribu-ribu gadis cantik \n Cuma dirimu yang mempesona,Pantun Cinta
752,Beli kain warna nya merah \n Dari kediri pake nya batik \n Di godain jangan marah \n Salah sendiri punya wajah cantik,Pantun Cinta
753,Nasi uduk masih anget \n Beli nye di pinggir jalan \n Yang lagi duduk manis banget \n Boleh ga kite kenalan,Pantun Cinta
754,Jalan-jalan ke gunung salak \n Jangan lupa membeli kemiri \n Kalau bumi kita rusak \n Pasti kita yang akan merugi,Pantun Alam
755,Bila tuan tajuk cendana \n Ambil padi sukatkan padi \n Bila tuan memang bijaksana \n Binatang apa bertanduk di kaki? (Jawabnya: Ayam jantan),Pantun Teka-Teki
756,Kalau kamu membeli tikar \n Tikar terbuat dari mengkuang \n Kalau kamu memang pintar \n Ular apa yang melilit pinggang? (Jawabannya: Ikat Pinggang),Pantun Teka-Teki
757,Pergi bertemu si pandai besi \n Dia mengasah pedang biasa \n Dicari-cari sulit sekali \n Andai ketemu dibuang ia? (Jawabannya: Upil),Pantun Teka-Teki
758,Air jeruk dalam kulkas \n makan roti dengan keju \n Niatlah belajar dengan ikhlas \n hanya Allah yang dituju,Pantun Nasihat
759,Rintik rintik turun hujan \n Masuk kamar sama teman \n Gadis cantik jadi pujaan \n Mau dilamar kok hamil duluan,Pantun Jenaka
760,Burung nuri burung dara \n Terbang ke sisi taman kayangan \n Cubalah teka wahai saudara \n Semakin diisi makin ringan? (belon),Pantun Teka-Teki
761,Apa tanda orang istana \n semua barang selalu baru \n Apa tanda tumbuh cinta \n terasa di dada rasa cemburu,Pantun Cinta
762,Kue rangin rasanya manis \n Kue tar bukanlah lapis \n Malam dingin hujan gerimis \n Sebentar bentar kebelet pipis,Pantun Jenaka
763,Bunga disiram takkan layu \n Slalu berbunga tiada jemu \n Jangan takut kehilanganku \n aku tak akan pergi darimu,Pantun Cinta
764,Sakit kaki merah mamar \n pagie berobat k urang paloh \n mcm mne gtok e nk melamar \n sigek padi pun daan betaroh,Pantun Budi
765,Di antara padi dengan selasih \n Yang mana satu tuan luruh kan \n Di antaracbudi dengan kasih \n Yang mana satu tuan turutkan,Pantun Budi
766,Orang Sasak pergi ke Bali \n Membawa pelita semuanya \n Berbisik pekak dengan tuli \n Tertawa si buta melihatnya,Pantun Jenaka
767,Kera di hutan cekat melompat \n Si pemburu memasang jerat \n Hina sangat sifat mengumpat \n Dilaknat Allah dunia akhirat,Pantun Agama
768,Mudah pula mengail ikan \n Ada haruan dan sepat \n Dengan ilmu terus diamalkan \n Betul aqidah pahalapun dapat,Pantun Ibu
769,Melihat berita yang sedang tayang \n Beritanya tentang sebuah penelitian  \n Cinta bukanlah sekedar kasih sayang \n Melainkan sejauh mana sebuah kesetiaan,Pantun Cinta
770,Buah budi bidara mengkal \n Masak sebiji di tepi pantai \n Hilang budi bicara akal \n Buah apa tidak bertangkai? (buah hati),Pantun Teka-Teki
771,Good morning \n Selamat pagi \n Gigi kuning \n Ga pernah gosok gigi,Pantun Jenaka
772,Hari minggu sudahlah siang \n Setelah siang datanglah petang \n Ditunggu tunggu tak juga datang \n Sekalinya datang kok nagih utang,Pantun Jenaka
773,Menantunya pula Lela Sari \n Semua melihat jatuh berahi \n Selagi ugama tidak diingkari \n Sebarang perintah wajib dipatuhi,Pantun Agama
774,Pisau lipat dimainnya kera \n Tangannya luka lalu terjun \n Makan kuat tidak terkira \n Kenyangnya tidak tahi bertimbun? (api),Pantun Teka-Teki
775,Dina merenung suaranya sumbang \n Duduk bersantai dan telah pasrah \n Dia berdengung tapi bukan kumbang \n Punya belalai namun bukan gajah? (Jawabannya: Lebah),Pantun Teka-Teki
776,Berjalan di malam kelam \n Ada baiknya mengajak berteman \n Mengapa pungguk rindukan bulan \n Bunga banyak kembang ditaman,Pantun Perpisahan
777,Kalau tuan pergi ke Tanjung \n Belikan sahaya pisau lipat \n Kalau tuan menjadi burung \n Sahaya menjadi benang pengikat,Pantun Cinta
778,Orang bijak santun bicaranya \n Orang baik santun prilakunya \n Orang pinter cepat berfikirnya \n Orang stress nyetatus melulu kerjanya,Pantun Jenaka
779,Asam kandis asam gelugur \n Ketiga asam si riang-riang \n Menangis mayat di pintu kubur \n Teringat badan tidak sembahyang,Pantun Agama
780,Sungguh nikmat bahagia bersama \n Bersama menghabiskan waktu kosong \n Doa tanpa usaha adalah percuma \n Usaha tanpa doa adalah sombong,Pantun Nasihat
781,Hilir rakit berkajang kain \n Dimana teluk singgah bertimba \n Niatku bukan pada yang lain \n Adinda seorang tiada yang kedua,Pantun Perpisahan
782,Ada soimah \n Megang kayu \n Terus masalah \n buat you?,Pantun Jenaka
783,Kini kita dapat tertawa puas \n Menggapai mimpi dengan bebas \n Asal rajin dan tak malas \n Melanjutkan kemerdekaan dengan tegas,Pantun Kemerdekaan
784,Melukis indah di sehelai kain \n Patut dihargai hasil karyanya \n Jangan pernah meremehkan orang lain \n karena belum tentu kau lebih baik darinya,Pantun Nasihat
785,Ayam jantan si ayam jalak \n Jaguh siantan nama diberi \n Rezeki tidak saya tolak \n Musuh tidak saya cari,Pantun Budi
786,Memasang foto tempatnya di dinding \n Membawa mobil untuk dilelang \n Gajah mati meninggalkan gading \n Manusia mati meninggalkan utang,Pantun Jenaka
787,Kemacetan jalan Jakarta \n bukan karena si Komo lewat \n sejak kita menjalin cinta \n ngelakuin apapun aku jadi makin semangat,Pantun Cinta
788,Burung camar di tepi pantai \n Pantai indah banyak ombaknya \n Jadilah kamu anak yang pandai \n Sudah pasti banyak temannya,Pantun Anak-anak
789,Pohon tinggi jatuh membayang \n jalan setapak dari Ketapang \n Siapa yang rajin sembahyang \n sejuk di hati dadapun lapang,Pantun Nasihat
790,Koar-koar masalah tunjangan \n Sampai-sampai semua tidak sabar \n Coba lihat masalah lingkungan \n Yang rusak karena tercemar,Pantun Alam
791,Pinggir sungai banyak nipah \n sayang airnya terasa sepah \n Kasih sayang semakin berlimpah \n jadikan hidupku semakin indah,Pantun Cinta
792,Bunga cantik namanya seroja \n Hewan lentik namanya rusa \n Jalan-jalan ke mana saja \n Mungkin ke kota atau ke desa,Pantun Anak-anak
793,Buah mangga dipetik Ata \n Mangga mantap itu punya Pak Ari \n Ayo bersama jaga lingkungan kita \n Agar tetap aman dan asri,Pantun Alam
794,Kalau tuan bawa keladi \n Bawa juga sipucuk rebung \n Kalau tuan bijak bestari \n Apa binatang tanduk di hidung? (Jawabannya: Badak),Pantun Teka-Teki
795,Ikan sepat dimasak berlada \n Kutunggu digulai anak seberang \n Jika tak dapat pada masa muda \n Kutunggu sampai beranak seorang,Pantun Cinta
796,Sungguh Tega membuka aib \n Membuat orang menjadi marah \n Jangan putus asa dengan nasib \n Karena nasib bisa diubah,Pantun Nasihat
797,Jika tuan pakai lencana \n Pakailah songkok di atas kepala \n Jika tuan memang bijaksana \n Binatang apakah tak berkepala? (Jawabannya: Ketam/Kepiting/yuyu),Pantun Teka-Teki
798,Artis ngondek \n senyumannya membius \n Ga masalah pendek \n yang penting kamu religius,Pantun Cinta
799,Hujan turun belum reda \n Airnya rembes dari talang \n Berpetualang selagi muda \n Hatimu bebas bagaikan elang,Pantun Anak-anak
800,"Ada budak membuang dedak \n Penuh setimba di celah batu \n Berdua tidak, bertiga pun tidak \n Kekasih hamba hanyalah satu",Pantun Cinta
801,Kalau ada jarum yang patah \n Jangan simpan dalam peti \n Kalau ada kata yang salah \n Jangan simpan dalam hati,Pantun Nasihat
802,Jalan-jalan ke kota paris \n Banyak rumah berbaris-baris \n Biar mati diujung keris \n Asal dapat dinda yang manis,Pantun Jenaka
803,Indah sekali pintu dipahat \n Bergambar daun dan dahan \n Kalau ingin hidup selamat \n Taat selalu perintah tuhan,Pantun Agama
804,Ucapkan kata dengan suara \n Kata jelas suara pun jernih \n Jika bicara lihatlah suasana \n Gunakan kata secara terpilih,Pantun Pendidikan
805,Menek wit pelem ora kudu ahli \n jalaran duwure ranganti rong meter \n Sugeng riyadi Idul Fitri \n donga-dinonga kita satya ning dalan bener,Pantun Bahasa Jawa
806,Burung merpati terbang ke bawa \n Hinggap gembira di pohon mangga \n Murung dihati terkenang ayah \n Mengadap pusara ku mohon doa tiada terhingga,Pantun Ayah
807,Kota bintan banyak perunggu \n kota ciamis membangun tugu \n Janji kenan di malam minggu \n Tapi gerimiz udah menunggu,Pantun Budi
808,Dua Mei hari pendidikan \n Hari lahir Ki Hajar Dewantara \n Jika orang tidak berpendidikan \n Seumur hidup bakal sengsara,Pantun Pendidikan
809,Harban Dewa anaknya Zanggi \n Manis rupanya elok bercahaya \n Jika perempuan taatkan laki \n Beroleh surga Jannatul Mahwa,Pantun Agama
810,Kalau kau pergi ke dusun \n Jangan lupa bawa beras \n Belajarlah dengan tekun \n Supaya kau naik kelas,Pantun Pendidikan
811,Paman sedang menebang bambu \n Untuk tiang bendera \n Dirgahayu Indonesia ku \n Salam Merdekaaaaaa,Pantun Kemerdekaan
812,Nangka muda digulai lemak \n Buah keranji masak tersangkut \n Harta dunia jangan di tamak \n Kalau mati tak akan mengikut,Pantun Agama
813,Terburu-buru ke kamar mandi \n Ternyata lupa membawa sabun \n Coba tebak apakah ini \n Selalu naik tak pernah turun? (Jawabannya: Umur),Pantun Teka-Teki
814,Ikan berenang lubuk \n Ikan belida dadanya panjang \n Adat pinang pulang ke tampuk \n Adat sirih pulang ke gagang,Pantun Adat
815,Buah itu jangan dipetik \n Susah payah saat ditanam \n Engkaulah gadis tercantik \n Kuimpikan siang dan malam,Pantun Cinta
816,Kalau ranting sudah bertangkai \n Janganlah dililit-lilit juga \n Kalau berunding sudah selesai \n Jangan diungkit-ungkit juga,Pantun Nasihat
817,Kain basurek kain bertulis \n Pakaian raja Bugis - Makassar \n Di Luh Mahfuz sudah tertulis \n Janji sudah tak dapat ditukar,Pantun Agama
818,Kemuning di tengah balai \n Bertumbuh terus semakin tinggi \n Berunding dengan orang tak pandai \n Bagaikan alu pencungkil duri,Pantun Nasihat
819,Laksamana berbaju besi \n Masuk ke hutan melanda-landa \n Hidup berdiri dengan saksi \n Adat berdiri dengan tanda,Pantun Adat
820,Hari Minggu cuacanya indah \n Berlibur yang tepat di hari Minggu \n Bapak guru yang terlihat gagah \n Salam hormat kami untukmu,Pantun Guru
821,Ikan berenang kejar sampan \n Mencari sahabat mencari teman \n Tidak kaya tidak tampan \n Tapi kau buatku nyaman,Pantun Cinta
822,Tante Mayang istrinya jaksa \n Membeli bubur dikasih laksa \n Tidak sembahnyang tidak puasa \n Di dalam kubur pasti disiksa,Pantun Agama
823,Tubuh dijirat paduka tuan \n Tidak cacat tidak selia \n Didalam surga ada penantian \n Hanya untuk yang beramal mulia,Pantun Agama
824,Makan buah jeruk rasanya asam \n Sama rasa dengan buah mangga \n Ayo kawan mari lestarikan alam \n Agar bumi selalu terjaga,Pantun Alam
825,Bunga mawar tangkai berduri \n Laris manis pedang cendol \n Aku tersenyum malu sekali \n Ingat dulu suka mengompol,Pantun Jenaka
826,Naik ke bukit membeli lada \n Lada sebiji dibelah tujuh \n Apanya sakit berbini janda \n Anak tiri boleh disuruh,Pantun Jenaka
827,Sungguh indah kerajinan rotan \n Dibuat menarik oleh pengrajinnya \n Mari kita menjaga hutan \n Jangan sampai kita merusaknya,Pantun Alam
828,Setiap pagi makan bubur \n Lengkap dengan segelas susu \n Setiap saat slalu tertidur \n kuingin kau ada di mimpik,Pantun Cinta
829,Minah ketawa terjerit-jerit \n Melihat koyak pada seluar \n Orang putih duduk sederet \n Pagar didalam tebing diluar? (gigi),Pantun Teka-Teki
830,Bunga kenanga di atas kubur \n Pucuk sari pandan Jawa \n Apa guna sombong dan takabur \n Rusak hati badan binasa,Pantun Agama
831,Walau hanya sebuah jambu \n Namun ini bisa diramu \n Walau kita jarang bertemu \n Cinta ini hanya untukmu,Pantun Cinta
832,Sungguh bahaya ular berbisa \n bila tergigit akan koma \n sungguh bahagia kurasa \n bila kita slalu bersama,Pantun Cinta
833,Jangan senang memfitnah orang \n Orang benci Tuhan pun murka \n Jangan senang melalaikan sembahyang \n Jika mati masuk neraka,Pantun Agama
834,Hari minggu sudahlah siang \n Setelah siang menuju petang \n Ditunggu tunggu gak jua datang \n Sekali datang kok nagih utang,Pantun Jenaka
835,Enaknya gulai ditambah roti \n Untuk bekal dalam pedati \n Sudah pandai rendah hati \n Pastilah dia lelaki sejati,Pantun Cinta
836,Single bukanlah takdir \n tapi tangga menuju kedewasaan \n bukalah cinta dari semua tabir \n biar hidupmu dalam lingkup kebahagiaan,Pantun Cinta
837,Ikan belanak hilir berenang \n Burung dara membuat sarang \n Makan tak enak tidur tak tenang \n Hanya teringat dinda seorang,Pantun Cinta
838,Jalan-jalan ke Ciamis \n Ada gedung parkirnya gratis \n Aku cinta sama si kumis \n orangnya ganteng lagi romantis,Pantun Cinta
839,Membaca buku di meja makan \n Setelah dibaca terasa sulit \n Jika cinta tak diungkapkan \n Bersiaplah menerima rasa sakit,Pantun Cinta
840,Gunung Jati anak Rara Santang \n dicintai juga disayang \n Walau banyak godaan datang \n teguh hatiku tak pernah goyang,Pantun Cinta
841,Menendang bola mengenai mistar \n Penonton protes yang tidak perlu \n Jika kau merasa paling pintar \n Kucing apa yang tidak berbulu ? ( Jawabannya : Kucing Sphynx ),Pantun Teka-Teki
842,Cik Limah bersama anak lelaki \n Duduk makan keropok lekor \n Yang mengejar tidak berkaki \n Yang dikejar tiada berekor? (ular dan katak),Pantun Teka-Teki
843,Anjing bermain dengan tali \n Kera duduk membaca koran \n Bagaimana hati tak geli \n Kepala botak suka sisiran,Pantun Jenaka
844,"Hidup Ini Hanya Sementara \n Peluang yang ada digunakan sebaiknya \n I Love U Ayah Selama-Lamanya \n Now I Know, bukan mudah menjadi seorang bapa",Pantun Ayah
845,Banyak bulan perkara bulan \n Tidak semulia bulan puasa \n Banyak tuhan perkara tuhan \n Tidak semulia Tuhan Yang Esa,Pantun Agama
846,Sungguh indah syair setanggi \n Menyusun kata bagai hiasan \n Ilmu itu mesti tinggi \n Jangan dunia sebagai batasan,Pantun Nasihat
847,Hidup aman di dalam kota \n Ada pemimpin bernama raja \n Buruh-buruh rajin bekerja \n Askar bertugas setiap masa (anai-anai/semut),Pantun Teka-Teki
848,Teman kamu apa kabar \n Nyalakan api agar selalu berkobar \n Wahai teman bertahanlah dan bersabar \n Dunia tau mana yang benar,Pantun Bijak
849,"Burung terbang menggunakan sayap \n Terbang tinggi tak ada yang melampaui \n Guru, jangan pernah lelah dan lelap \n Didik kami hingga menjadi orang besar nanti",Pantun Guru
850,Makan semangka \n makan kedondong \n Kalau suka \n nyatain dong,Pantun Cinta
851,Jangan pernah ke selokan \n nanti kotor ditertawakan \n jangan pernah ragukan \n janji setia yg ku ikrarkan,Pantun Cinta
852,Banyak semut diatas papan \n Sedang makan gula-gula \n Selamat menyambut hari kemerdekaan \n Merdeka Merdeka Merdeka,Pantun Kemerdekaan
853,Beli ketan \n beli kain songket \n Biar udah mantan \n kita tetep lengket,Pantun Cinta
854,Menanam kelapa di Pulau Bukum \n Tinggi sedepa sudah berbuah \n Adat bermula dengan hukum \n Hukum bersandar di Kitab Allah,Pantun Adat
855,"Sungguh kusam rumah kosong \n Tidak mencerminkan sebuah kebersihan \n Jangan pernah berlaku sombong \n Karena sombong, awal dari kejatuhan",Pantun Nasihat
856,Kayu cendana di atas batu \n Sudah diikat dibawa pulang \n Adat dunia memang begitu \n Benda yang buruk memang terbuang,Pantun Nasihat
857,Janganlah kau suka mengolok \n Bisa-bisa rugi akhirnya \n Ialah daun tak punya pokok \n Setiap bangunan memilikinya? (Jawabannya: Pintu),Pantun Teka-Teki
858,Burung nuri burung dara \n Terbangnya di sekitar layangan \n Cobalah cari wahai saudara \n makin diisi makin ringan (Jawabannya: Balon),Pantun Teka-Teki
859,Sebuah benda bentuknya bulat \n Ianya ada dari pada besi \n Jika bermain diikat kuat \n Dilempar hidup dipegang mati? (Jawabannya: Gasing),Pantun Teka-Teki
860,Minum kopi bersama nana \n Kopi susu begitu nikmatnya \n Manfaat sehat kita bahagia \n Bisa berhemat dikala muda,Pantun Berbalas
861,Wangi nian kembang kenanga \n Manalah indah pohon ara \n Naik gunung mencari bunga \n Hati senang riang gembira,Pantun Anak-anak
862,"Makan bubur di atas meja \n Minumnya jus di balik rak \n Hari libur terus bekerja \n Dapat bonus ambilnya di ira,  wkwk",Pantun Jenaka
863,Ada orang Bengkulu dijitak \n Di jitak sama orang Batak \n Selama jantungku berdetak \n Cintaku tak akan luluh lantak,Pantun Cinta
864,Harga Ayam tiba-tiba melambung pula \n Macam-macam alasan kononnya \n Kenangan bersama Ayah sukar dilupa \n Mendidik diri q hingga berjaya,Pantun Ayah
865,Makan bubur diatas meja \n Minumnya jus diatas rak \n Hari libur tetap bekerja \n Dapat bonus ambilnya di irak,Pantun Jenaka
866,Sapi putih tarik pedati \n Pedatinya bergoyang-goyang \n Ayah selalu baik hati \n Aku ditimang slalu disayang,Pantun Anak-anak
867,Anak teruna tiba di darat \n Dari Makasar langsung ke Deli \n Hidup di dunia biar beradat \n Bahasa tidak dijual beli,Pantun Adat
868,Masak ayam masak tumis \n Iris tipis sampai habis \n Selasa malam hujannya gerimis \n Dompet tipis makin kritis,Pantun Jenaka
869,Hari jumat hujan lebat \n awan mendung hitam pekat \n rayuanmu sungguh hebat \n mampu membuatku terpikat,Pantun Cinta
870,Pergi ke pasar beli tekwan \n Tapi sayang di panggang jadi item \n Jika kamu penyayang hewan \n Kenapa anak kucing dan anjing suka berantem? ( Jawabannya : Yah namanya juga anak - anak ),Pantun Teka-Teki
871,Kalau ada sumur diladang \n Bolehlah kita menggosok gigi \n Kalau anda diwarung padang \n Bolehkah kita ditraktir lagi,Pantun Jenaka
872,Limau purut lebat di pangkal \n Sayang selasih condong uratnya \n Angin ribut dapat ditangkal \n Hati yang kasih apa obatnya,Pantun Cinta
873,Ulang tahun nenek tanggal 2 \n Dirayakan di hari minggu \n Selamat HUT RI yang ke 72 \n Semoga Indonesia tetap bersatu,Pantun Kemerdekaan
874,Sakit kaki ditikam jeruju \n Jeruju ada di dalam paya \n Sakit hati memandang susu \n Susu ada dalam kebaya,Pantun Jenaka
875,Banyak orang menggali perigi \n Ambil buluh kemudian diikat \n Ilmu dicari tak akan rugi \n Untuk bekal dunia akhirat,Pantun Agama
876,Empek-empek bumbu cuka \n Lezat sekali dirasa lidah \n Ke kota aku sangat suka \n Ke desa pun banyak yang indah,Pantun Anak-anak
877,Terbang tinggi si burung helang \n Hinggap di atas pohon meranti \n Anak ramai ibunya seorang \n Bila bergesel berapi-rapi? (mancis),Pantun Teka-Teki
878,Kolam penuh ikan sepat \n Untuk dimasak di daun talas \n Kalau ingin ilmu manfaat \n Cari guru yang tulus ikhlas,Pantun Nasihat
879,Pohon nangka berbuah lebat \n Bilalah masak harum juga \n Berumpun pusaka berupa adat \n Daerah berluhak alam beraja,Pantun Adat
880,Tempat duduknya sangat tinggi \n Namun ia bernasib malang \n Saat malam ia berseri \n Bila siang ia menghilang? (Jawabannya: Bintang),Pantun Teka-Teki
881,Tari piring tari saman \n Tari lilin apinya berpijar \n Al Quran adalah pedoman \n Rajin-rajinlah engkau belajar,Pantun Nasihat
882,Pagi ini membaca koran \n Baca berita orang hilang \n Bermain kejar-kejaran \n Badan sehat hati pun senang,Pantun Anak-anak
883,Tengoklah burung kutilang \n Terbang tinggi dia pulang \n Mari main dengan senang \n Jadi anak yang periang,Pantun Anak-anak
884,Menanam kelapa di pulau Bukum \n Tinggi sedepa sudah berbuah \n Adat bermula dengan hukum \n Hukum bersandar di Kitabullah,Pantun Adat
885,Pagi hari menonton berita \n Beritanya tentang kematian \n Jangan menangis karena cinta \n Karena cinta butuh pengorbanan,Pantun Cinta
886,Tinggi bayam berjengkal-jengkal \n bayang dijinjing karena ringan \n Kepada Allah bertawakal \n tempat diri mohon pertolongan,Pantun Nasihat
887,Pasang bingkai ketok palu \n Pasang bingkai di rumah Wulan \n Untuk menyapa saya malu \n Apalagi mengajak untuk bekenalan,Pantun Berbalas
888,Harga Ayam tiba-tiba melambung pula \n Macam-macam alasan kononnya \n Kenangan bersama Ayah sukar dilupa \n Mendidik kami hingga berjaya,Pantun Ayah
889,Berenang jauh para ikan \n Mereka bebas hatinya senang \n Badan kurus kurang makan \n Kalau ditiup goyang-goyang,Pantun Jenaka
890,Hidup sederhana selalu hemat \n itulah perintah syariat \n Ayo muslimin dan muslimat \n mari kita keluarkan zakat,Pantun Nasihat
891,Kalau berkitab sambil menulis \n Jangan sampai dawat terbuang \n Kalau bercakap di dalam majelis \n Jangan sampai mengumpat orang,Pantun Nasihat
